chip_id,source_experiment,original_label,binary_label
exp_C1_trn_174,exp_C1,0,0
exp_C1_trn_175,exp_C1,0,0
exp_C1_trn_176,exp_C1,0,0
exp_C1_trn_177,exp_C1,0,0
exp_C1_trn_178,exp_C1,0,0
exp_C1_trn_179,exp_C1,0,0
exp_C1_trn_180,exp_C1,0,0
exp_C1_trn_181,exp_C1,0,0
exp_C1_trn_182,exp_C1,0,0
exp_C1_trn_183,exp_C1,0,0
exp_C1_trn_184,exp_C1,0,0
exp_C1_trn_185,exp_C1,0,0
exp_C1_trn_186,exp_C1,0,0
exp_C1_trn_187,exp_C1,0,0
exp_C1_trn_188,exp_C1,0,0
exp_C1_trn_189,exp_C1,0,0
exp_C1_trn_190,exp_C1,0,0
exp_C1_trn_191,exp_C1,0,0
exp_C1_trn_192,exp_C1,0,0
exp_C1_trn_193,exp_C1,0,0
exp_C1_trn_194,exp_C1,0,0
exp_C1_trn_195,exp_C1,0,0
exp_C1_trn_196,exp_C1,0,0
exp_C1_trn_197,exp_C1,0,0
exp_C1_trn_198,exp_C1,0,0
exp_C1_trn_199,exp_C1,0,0
exp_C1_trn_200,exp_C1,0,0
exp_C1_trn_201,exp_C1,0,0
exp_C1_trn_202,exp_C1,0,0
exp_C1_trn_203,exp_C1,0,0
exp_C1_trn_204,exp_C1,0,0
exp_C1_trn_205,exp_C1,0,0
exp_C1_trn_206,exp_C1,0,0
exp_C1_trn_207,exp_C1,0,0
exp_C1_trn_208,exp_C1,0,0
exp_C1_trn_209,exp_C1,0,0
exp_C1_trn_210,exp_C1,0,0
exp_C1_trn_211,exp_C1,0,0
exp_C1_trn_212,exp_C1,0,0
exp_C1_trn_213,exp_C1,0,0
exp_C1_trn_214,exp_C1,0,0
exp_C1_trn_215,exp_C1,0,0
exp_C1_trn_216,exp_C1,0,0
exp_C1_trn_217,exp_C1,0,0
exp_C1_trn_218,exp_C1,0,0
exp_C1_trn_219,exp_C1,0,0
exp_C1_trn_220,exp_C1,0,0
exp_C1_trn_221,exp_C1,0,0
exp_C1_trn_222,exp_C1,0,0
exp_C1_trn_223,exp_C1,0,0
exp_C1_trn_224,exp_C1,0,0
exp_C1_trn_225,exp_C1,0,0
exp_C1_trn_226,exp_C1,0,0
exp_C1_trn_227,exp_C1,0,0
exp_C1_trn_228,exp_C1,0,0
exp_C1_trn_229,exp_C1,0,0
exp_C1_trn_230,exp_C1,0,0
exp_C1_trn_231,exp_C1,0,0
exp_C1_trn_232,exp_C1,0,0
exp_C1_trn_233,exp_C1,0,0
exp_C1_trn_234,exp_C1,0,0
exp_C1_trn_235,exp_C1,0,0
exp_C1_trn_236,exp_C1,0,0
exp_C1_trn_237,exp_C1,0,0
exp_C1_trn_238,exp_C1,0,0
exp_C1_trn_239,exp_C1,0,0
exp_C1_trn_240,exp_C1,0,0
exp_C1_trn_241,exp_C1,0,0
exp_C1_trn_242,exp_C1,0,0
exp_C1_trn_243,exp_C1,0,0
exp_C1_trn_244,exp_C1,0,0
exp_C1_trn_245,exp_C1,0,0
exp_C1_trn_246,exp_C1,0,0
exp_C1_trn_247,exp_C1,0,0
exp_C1_trn_248,exp_C1,0,0
exp_C1_trn_249,exp_C1,0,0
exp_C1_trn_250,exp_C1,0,0
exp_C1_trn_251,exp_C1,0,0
exp_C1_trn_252,exp_C1,0,0
exp_C1_trn_253,exp_C1,0,0
exp_C1_trn_254,exp_C1,0,0
exp_C1_trn_255,exp_C1,0,0
exp_C1_trn_256,exp_C1,0,0
exp_C1_trn_257,exp_C1,0,0
exp_C1_trn_258,exp_C1,0,0
exp_C1_trn_259,exp_C1,0,0
exp_C1_trn_260,exp_C1,0,0
exp_C1_trn_261,exp_C1,0,0
exp_C1_trn_262,exp_C1,0,0
exp_C1_trn_263,exp_C1,0,0
exp_C1_trn_264,exp_C1,0,0
exp_C1_trn_265,exp_C1,0,0
exp_C1_trn_266,exp_C1,0,0
exp_C1_trn_267,exp_C1,0,0
exp_C1_trn_268,exp_C1,0,0
exp_C1_trn_269,exp_C1,0,0
exp_C1_trn_270,exp_C1,0,0
exp_C1_trn_271,exp_C1,0,0
exp_C1_trn_272,exp_C1,0,0
exp_C1_trn_273,exp_C1,0,0
exp_C1_trn_274,exp_C1,0,0
exp_C1_trn_275,exp_C1,0,0
exp_C1_trn_276,exp_C1,0,0
exp_C1_trn_277,exp_C1,0,0
exp_C1_trn_278,exp_C1,0,0
exp_C1_trn_279,exp_C1,0,0
exp_C1_trn_280,exp_C1,0,0
exp_C1_trn_281,exp_C1,0,0
exp_C1_trn_282,exp_C1,0,0
exp_C1_trn_283,exp_C1,0,0
exp_C1_trn_284,exp_C1,0,0
exp_C1_trn_285,exp_C1,0,0
exp_C1_trn_286,exp_C1,0,0
exp_C1_trn_287,exp_C1,0,0
exp_C1_trn_288,exp_C1,0,0
exp_C1_trn_289,exp_C1,0,0
exp_C1_trn_290,exp_C1,0,0
exp_C1_trn_291,exp_C1,0,0
exp_C1_trn_292,exp_C1,0,0
exp_C1_trn_293,exp_C1,0,0
exp_C1_trn_294,exp_C1,0,0
exp_C1_trn_295,exp_C1,0,0
exp_C1_trn_296,exp_C1,0,0
exp_C1_trn_297,exp_C1,0,0
exp_C1_trn_298,exp_C1,0,0
exp_C1_trn_299,exp_C1,0,0
exp_C1_trn_300,exp_C1,0,0
exp_C1_trn_301,exp_C1,0,0
exp_C1_trn_302,exp_C1,0,0
exp_C1_trn_303,exp_C1,0,0
exp_C1_trn_304,exp_C1,0,0
exp_C1_trn_305,exp_C1,0,0
exp_C1_trn_306,exp_C1,0,0
exp_C1_trn_307,exp_C1,0,0
exp_C1_trn_308,exp_C1,0,0
exp_C1_trn_309,exp_C1,0,0
exp_C1_trn_310,exp_C1,0,0
exp_C1_trn_311,exp_C1,0,0
exp_C1_trn_312,exp_C1,0,0
exp_C1_trn_313,exp_C1,0,0
exp_C1_trn_314,exp_C1,0,0
exp_C1_trn_315,exp_C1,0,0
exp_C1_trn_316,exp_C1,0,0
exp_C1_trn_317,exp_C1,0,0
exp_C1_trn_318,exp_C1,0,0
exp_C1_trn_319,exp_C1,0,0
exp_C1_trn_320,exp_C1,0,0
exp_C1_trn_321,exp_C1,0,0
exp_C1_trn_322,exp_C1,0,0
exp_C1_trn_323,exp_C1,0,0
exp_C1_trn_324,exp_C1,0,0
exp_C1_trn_325,exp_C1,0,0
exp_C1_trn_326,exp_C1,0,0
exp_C1_trn_327,exp_C1,0,0
exp_C1_trn_328,exp_C1,0,0
exp_C1_trn_329,exp_C1,0,0
exp_C1_trn_330,exp_C1,0,0
exp_C1_trn_331,exp_C1,0,0
exp_C1_trn_332,exp_C1,0,0
exp_C1_trn_333,exp_C1,0,0
exp_C1_trn_334,exp_C1,0,0
exp_C1_trn_335,exp_C1,0,0
exp_C1_trn_336,exp_C1,0,0
exp_C1_trn_337,exp_C1,0,0
exp_C1_trn_338,exp_C1,0,0
exp_C1_trn_339,exp_C1,0,0
exp_C1_trn_340,exp_C1,0,0
exp_C1_trn_341,exp_C1,0,0
exp_C1_trn_342,exp_C1,0,0
exp_C1_trn_343,exp_C1,0,0
exp_C1_trn_344,exp_C1,0,0
exp_C1_trn_345,exp_C1,0,0
exp_C1_trn_346,exp_C1,0,0
exp_C1_trn_347,exp_C1,0,0
exp_C1_trn_348,exp_C1,0,0
exp_C1_trn_349,exp_C1,0,0
exp_C1_trn_350,exp_C1,0,0
exp_C1_trn_351,exp_C1,0,0
exp_C1_trn_352,exp_C1,0,0
exp_C1_trn_353,exp_C1,0,0
exp_C1_trn_354,exp_C1,0,0
exp_C1_trn_355,exp_C1,0,0
exp_C1_trn_356,exp_C1,0,0
exp_C1_trn_357,exp_C1,0,0
exp_C1_trn_358,exp_C1,0,0
exp_C1_trn_359,exp_C1,0,0
exp_C1_trn_360,exp_C1,0,0
exp_C1_trn_361,exp_C1,0,0
exp_C1_trn_362,exp_C1,0,0
exp_C1_trn_363,exp_C1,0,0
exp_C1_trn_364,exp_C1,0,0
exp_C1_trn_365,exp_C1,0,0
exp_C1_trn_366,exp_C1,0,0
exp_C1_trn_367,exp_C1,0,0
exp_C1_trn_368,exp_C1,0,0
exp_C1_trn_369,exp_C1,0,0
exp_C1_trn_370,exp_C1,0,0
exp_C1_trn_371,exp_C1,0,0
exp_C1_trn_372,exp_C1,0,0
exp_C1_trn_373,exp_C1,0,0
exp_C1_trn_374,exp_C1,0,0
exp_C1_trn_375,exp_C1,0,0
exp_C1_trn_376,exp_C1,0,0
exp_C1_trn_377,exp_C1,0,0
exp_C1_trn_378,exp_C1,0,0
exp_C1_trn_379,exp_C1,0,0
exp_C1_trn_380,exp_C1,0,0
exp_C1_trn_381,exp_C1,0,0
exp_C1_trn_382,exp_C1,0,0
exp_C1_trn_383,exp_C1,0,0
exp_C1_trn_384,exp_C1,0,0
exp_C1_trn_385,exp_C1,0,0
exp_C1_trn_386,exp_C1,0,0
exp_C1_trn_387,exp_C1,0,0
exp_C1_trn_388,exp_C1,0,0
exp_C1_trn_389,exp_C1,0,0
exp_C1_trn_390,exp_C1,0,0
exp_C1_trn_391,exp_C1,0,0
exp_C1_trn_392,exp_C1,0,0
exp_C1_trn_393,exp_C1,0,0
exp_C1_trn_394,exp_C1,0,0
exp_C1_trn_395,exp_C1,0,0
exp_C1_trn_396,exp_C1,0,0
exp_C1_trn_397,exp_C1,0,0
exp_C1_trn_398,exp_C1,0,0
exp_C1_trn_399,exp_C1,0,0
exp_C1_trn_400,exp_C1,0,0
exp_C1_trn_401,exp_C1,0,0
exp_C1_trn_402,exp_C1,0,0
exp_C1_trn_403,exp_C1,0,0
exp_C1_trn_404,exp_C1,0,0
exp_C1_trn_405,exp_C1,0,0
exp_C1_trn_406,exp_C1,0,0
exp_C1_trn_407,exp_C1,0,0
exp_C1_trn_408,exp_C1,0,0
exp_C1_trn_409,exp_C1,0,0
exp_C1_trn_410,exp_C1,0,0
exp_C1_trn_411,exp_C1,0,0
exp_C1_trn_412,exp_C1,0,0
exp_C1_trn_413,exp_C1,0,0
exp_C1_trn_414,exp_C1,0,0
exp_C1_trn_415,exp_C1,0,0
exp_C1_trn_416,exp_C1,0,0
exp_C1_trn_417,exp_C1,0,0
exp_C1_trn_418,exp_C1,0,0
exp_C1_trn_419,exp_C1,0,0
exp_C1_trn_420,exp_C1,0,0
exp_C1_trn_421,exp_C1,0,0
exp_C1_trn_422,exp_C1,0,0
exp_C1_trn_423,exp_C1,0,0
exp_C1_trn_424,exp_C1,0,0
exp_C1_trn_425,exp_C1,0,0
exp_C1_trn_426,exp_C1,0,0
exp_C1_trn_427,exp_C1,0,0
exp_C1_trn_428,exp_C1,0,0
exp_C1_trn_429,exp_C1,0,0
exp_C1_trn_430,exp_C1,1,1
exp_C1_trn_431,exp_C1,1,1
exp_C1_trn_432,exp_C1,2,1
exp_C1_trn_433,exp_C1,4,1
exp_C1_trn_434,exp_C1,4,1
exp_C1_trn_435,exp_C1,3,1
exp_C1_trn_436,exp_C1,3,1
exp_C1_trn_437,exp_C1,3,1
exp_C1_trn_438,exp_C1,3,1
exp_C1_trn_439,exp_C1,2,1
exp_C1_trn_440,exp_C1,2,1
exp_C1_trn_441,exp_C1,1,1
exp_C1_trn_442,exp_C1,4,1
exp_C1_trn_443,exp_C1,1,1
exp_C1_trn_444,exp_C1,3,1
exp_C1_trn_445,exp_C1,3,1
exp_C1_trn_446,exp_C1,3,1
exp_C1_trn_447,exp_C1,4,1
exp_C1_trn_448,exp_C1,2,1
exp_C1_trn_449,exp_C1,3,1
exp_C1_trn_450,exp_C1,4,1
exp_C1_trn_451,exp_C1,3,1
exp_C1_trn_452,exp_C1,3,1
exp_C1_trn_453,exp_C1,4,1
exp_C1_trn_454,exp_C1,4,1
exp_C1_trn_455,exp_C1,4,1
exp_C1_trn_456,exp_C1,4,1
exp_C1_trn_457,exp_C1,3,1
exp_C1_trn_458,exp_C1,1,1
exp_C1_trn_459,exp_C1,2,1
exp_C1_trn_460,exp_C1,2,1
exp_C1_trn_461,exp_C1,3,1
exp_C1_trn_462,exp_C1,3,1
exp_C1_trn_463,exp_C1,0,0
exp_C1_trn_464,exp_C1,0,0
exp_C1_trn_465,exp_C1,0,0
exp_C1_trn_466,exp_C1,0,0
exp_C1_trn_467,exp_C1,0,0
exp_C1_trn_468,exp_C1,0,0
exp_C1_trn_469,exp_C1,0,0
exp_C1_trn_470,exp_C1,0,0
exp_C1_trn_471,exp_C1,0,0
exp_C1_trn_472,exp_C1,0,0
exp_C1_trn_473,exp_C1,0,0
exp_C1_trn_474,exp_C1,0,0
exp_C1_trn_475,exp_C1,0,0
exp_C1_trn_476,exp_C1,0,0
exp_C1_trn_477,exp_C1,0,0
exp_C1_trn_478,exp_C1,0,0
exp_C1_trn_479,exp_C1,0,0
exp_C1_trn_480,exp_C1,0,0
exp_C1_trn_481,exp_C1,0,0
exp_C1_trn_482,exp_C1,0,0
exp_C1_trn_483,exp_C1,0,0
exp_C1_trn_484,exp_C1,0,0
exp_C1_trn_485,exp_C1,0,0
exp_C1_trn_486,exp_C1,0,0
exp_C1_trn_487,exp_C1,0,0
exp_C1_trn_488,exp_C1,0,0
exp_C1_trn_489,exp_C1,0,0
exp_C1_trn_490,exp_C1,0,0
exp_C1_trn_491,exp_C1,0,0
exp_C1_trn_492,exp_C1,0,0
exp_C1_trn_493,exp_C1,0,0
exp_C1_trn_494,exp_C1,0,0
exp_C1_trn_495,exp_C1,0,0
exp_C1_trn_496,exp_C1,0,0
exp_C1_trn_497,exp_C1,0,0
exp_C1_trn_498,exp_C1,0,0
exp_C1_trn_499,exp_C1,0,0
exp_C1_trn_500,exp_C1,0,0
exp_C1_trn_501,exp_C1,0,0
exp_C1_trn_502,exp_C1,0,0
exp_C1_trn_503,exp_C1,0,0
exp_C1_trn_504,exp_C1,0,0
exp_C1_trn_505,exp_C1,0,0
exp_C1_trn_506,exp_C1,0,0
exp_C1_trn_507,exp_C1,0,0
exp_C1_trn_508,exp_C1,0,0
exp_C1_trn_509,exp_C1,0,0
exp_C1_trn_510,exp_C1,0,0
exp_C1_trn_511,exp_C1,0,0
exp_C1_trn_512,exp_C1,0,0
exp_C1_trn_513,exp_C1,0,0
exp_C1_trn_514,exp_C1,0,0
exp_C1_trn_515,exp_C1,0,0
exp_C1_trn_516,exp_C1,0,0
exp_C1_trn_517,exp_C1,0,0
exp_C1_trn_518,exp_C1,0,0
exp_C1_trn_519,exp_C1,0,0
exp_C1_trn_520,exp_C1,0,0
exp_C1_trn_521,exp_C1,0,0
exp_C1_trn_522,exp_C1,0,0
exp_C1_trn_523,exp_C1,0,0
exp_C1_trn_524,exp_C1,0,0
exp_C1_trn_525,exp_C1,0,0
exp_C1_trn_526,exp_C1,0,0
exp_C1_trn_527,exp_C1,0,0
exp_C1_trn_528,exp_C1,0,0
exp_C1_trn_529,exp_C1,0,0
exp_C1_trn_530,exp_C1,0,0
exp_C1_trn_531,exp_C1,0,0
exp_C1_trn_532,exp_C1,0,0
exp_C1_trn_533,exp_C1,0,0
exp_C1_trn_534,exp_C1,0,0
exp_C1_trn_535,exp_C1,0,0
exp_C1_trn_536,exp_C1,0,0
exp_C1_trn_537,exp_C1,0,0
exp_C1_trn_538,exp_C1,0,0
exp_C1_trn_539,exp_C1,0,0
exp_C1_trn_540,exp_C1,0,0
exp_C1_trn_541,exp_C1,0,0
exp_C1_trn_542,exp_C1,0,0
exp_C1_trn_543,exp_C1,0,0
exp_C1_trn_544,exp_C1,0,0
exp_C1_trn_545,exp_C1,0,0
exp_C1_trn_546,exp_C1,0,0
exp_C1_trn_547,exp_C1,0,0
exp_C1_trn_548,exp_C1,0,0
exp_C1_trn_549,exp_C1,0,0
exp_C1_trn_550,exp_C1,0,0
exp_C1_trn_551,exp_C1,0,0
exp_C1_trn_552,exp_C1,0,0
exp_C1_trn_553,exp_C1,0,0
exp_C1_trn_554,exp_C1,0,0
exp_C1_trn_555,exp_C1,0,0
exp_C1_trn_556,exp_C1,0,0
exp_C1_trn_557,exp_C1,0,0
exp_C1_trn_558,exp_C1,0,0
exp_C1_trn_559,exp_C1,0,0
exp_C1_trn_560,exp_C1,0,0
exp_C1_trn_561,exp_C1,0,0
exp_C1_trn_562,exp_C1,0,0
exp_C1_trn_563,exp_C1,0,0
exp_C1_trn_564,exp_C1,0,0
exp_C1_trn_565,exp_C1,0,0
exp_C1_trn_566,exp_C1,0,0
exp_C1_trn_567,exp_C1,0,0
exp_C1_trn_568,exp_C1,0,0
exp_C1_trn_569,exp_C1,0,0
exp_C1_trn_570,exp_C1,0,0
exp_C1_trn_571,exp_C1,0,0
exp_C1_trn_572,exp_C1,0,0
exp_C1_trn_573,exp_C1,0,0
exp_C1_trn_574,exp_C1,0,0
exp_C1_trn_575,exp_C1,0,0
exp_C1_trn_576,exp_C1,0,0
exp_C1_trn_577,exp_C1,0,0
exp_C1_trn_578,exp_C1,0,0
exp_C1_trn_579,exp_C1,0,0
exp_C1_trn_580,exp_C1,0,0
exp_C1_trn_581,exp_C1,0,0
exp_C1_trn_582,exp_C1,0,0
exp_C1_trn_583,exp_C1,0,0
exp_C1_trn_584,exp_C1,0,0
exp_C1_trn_585,exp_C1,0,0
exp_C1_trn_586,exp_C1,0,0
exp_C1_trn_587,exp_C1,0,0
exp_C1_trn_588,exp_C1,0,0
exp_C1_trn_589,exp_C1,0,0
exp_C1_trn_590,exp_C1,0,0
exp_C1_trn_591,exp_C1,0,0
exp_C1_trn_592,exp_C1,0,0
exp_C1_trn_593,exp_C1,0,0
exp_C1_trn_594,exp_C1,0,0
exp_C1_trn_595,exp_C1,0,0
exp_C1_trn_596,exp_C1,0,0
exp_C1_trn_597,exp_C1,0,0
exp_C1_trn_598,exp_C1,0,0
exp_C1_trn_599,exp_C1,0,0
exp_C1_trn_600,exp_C1,0,0
exp_C1_trn_601,exp_C1,0,0
exp_C1_trn_602,exp_C1,0,0
exp_C1_trn_603,exp_C1,0,0
exp_C1_trn_604,exp_C1,0,0
exp_C1_trn_605,exp_C1,0,0
exp_C1_trn_606,exp_C1,0,0
exp_C1_trn_607,exp_C1,0,0
exp_C1_trn_608,exp_C1,0,0
exp_C1_trn_609,exp_C1,0,0
exp_C1_trn_610,exp_C1,0,0
exp_C1_trn_611,exp_C1,0,0
exp_C1_trn_612,exp_C1,0,0
exp_C1_trn_613,exp_C1,0,0
exp_C1_trn_614,exp_C1,0,0
exp_C1_trn_615,exp_C1,0,0
exp_C1_trn_616,exp_C1,0,0
exp_C1_trn_617,exp_C1,0,0
exp_C1_trn_618,exp_C1,0,0
exp_C1_trn_619,exp_C1,0,0
exp_C1_trn_620,exp_C1,0,0
exp_C1_trn_621,exp_C1,0,0
exp_C1_trn_622,exp_C1,0,0
exp_C1_trn_623,exp_C1,0,0
exp_C1_trn_624,exp_C1,0,0
exp_C1_trn_625,exp_C1,0,0
exp_C1_trn_626,exp_C1,0,0
exp_C1_trn_627,exp_C1,0,0
exp_C1_trn_628,exp_C1,0,0
exp_C1_trn_629,exp_C1,0,0
exp_C1_trn_630,exp_C1,0,0
exp_C1_trn_631,exp_C1,0,0
exp_C1_trn_632,exp_C1,0,0
exp_C1_trn_633,exp_C1,0,0
exp_C1_trn_634,exp_C1,0,0
exp_C1_trn_635,exp_C1,0,0
exp_C1_trn_636,exp_C1,0,0
exp_C1_trn_637,exp_C1,0,0
exp_C1_trn_638,exp_C1,0,0
exp_C1_trn_639,exp_C1,0,0
exp_C1_trn_640,exp_C1,0,0
exp_C1_trn_641,exp_C1,0,0
exp_C1_trn_642,exp_C1,0,0
exp_C1_trn_643,exp_C1,0,0
exp_C1_trn_644,exp_C1,0,0
exp_C1_trn_645,exp_C1,0,0
exp_C1_trn_646,exp_C1,0,0
exp_C1_trn_647,exp_C1,0,0
exp_C1_trn_648,exp_C1,0,0
exp_C1_trn_649,exp_C1,0,0
exp_C1_trn_650,exp_C1,0,0
exp_C1_trn_651,exp_C1,0,0
exp_C1_trn_652,exp_C1,0,0
exp_C1_trn_653,exp_C1,0,0
exp_C1_trn_654,exp_C1,0,0
exp_C1_trn_655,exp_C1,0,0
exp_C1_trn_656,exp_C1,0,0
exp_C1_trn_657,exp_C1,0,0
exp_C1_trn_658,exp_C1,0,0
exp_C1_trn_659,exp_C1,0,0
exp_C1_trn_660,exp_C1,0,0
exp_C1_trn_661,exp_C1,0,0
exp_C1_trn_662,exp_C1,0,0
exp_C1_trn_663,exp_C1,0,0
